quan_cu,phuong_xa,duong_pho,ngo,dien_tich_thuc_te_m,dien_tich_tren_so_m,so_tang,hinh_so_o_thua_at,hien_trang_nha,ket_cau_nha,noi_that,co_thang_may_khong,so_phong_ngu,so_phong_ve_sinh,o_rong_mat_tien_tren_so_m,o_rong_mat_tien_thuc_te_m,chieu_sau_m,o_rong_uong_truoc_nha_m,co_via_he_neu_co_thi_ien_so_met,khoang_cach_ra_uong_o_to,khoang_cach_ra_uong_o_to_tranh,khoang_cach_ra_mat_pho,o_rong_uong_nho_nhat_khi_i_vao_nha,vi_tri_so_may_theo_quy_inh_nha_nuoc,ngo_thong_hay_ngo_cut,nha_nam_cuoi_ngo_cut,nha_may_mat_thoang,o_rong_mat_thoang_ben_canh_neu_co_thi_ien_so_met,o_rong_mat_thoang_ang_sau_nha_neu_co_thi_ien_so_met,khu_vuc_thuan_e_o_khong_kinh_doanh_buon_ban,khu_vuc_doanh_doanh_sam_uat,khu_vuc_kinh_doanh_nho,khu_vuc_kinh_doanh_van_phong,nha_ang_cho_thue,dong_tien_ang_cho_thue_bao_nhieu_1_nam,gan_truong_hoc_mam_non,gan_truong_hoc_cap_1,gan_truong_hoc_cap_2,gan_truong_hoc_cap_3,gan_truong_ai_hoc,gan_cong_vien,gan_benh_vien,gan_cho,gan_trung_tam_thuong_mai_khu_o_thi,khu_dan_tri_thap,khu_dan_tri_cao,gan_bai_o_xe_o_to,ha_tang_xay_dung_xung_quanh,cot_ien_truoc_nha,tram_ien_bien_ap_truoc_nha,cay_truoc_to_truoc_nha,nha_khuat_mat_tien,canh_nha_tang_le,mo_nghia_trang,nam_duoi_chan_cau_hoac_uong_ien_cao_the,nha_nam_trong_quy_hoach,at_dinh_tranh_chap_di_chuc_chua_ro_rang,at_khong_so,loai_at_neu_khac_thi_ien_bao_nhieu_at_o_bao_nhieu_at_nong_nghiep_at_trong_cay_lau_nam,gia_tri_tuong_lai,ngay_gia_chao_cuoi,gia_chot,gia_hien_tai
long biên,ngọc lâm,nguyễn văn cừ,,40.9,40.9,4,vuông,xây 10–15 năm,nhà khung cột,"nội thất giá trị cao, tiền tỷ",0,4,3,5,5,8.6,2,0,20,150,150,2,4,1,0,chỉ có 1 mặt tiền,0,0,1,1,0,0,không,0,1,1,1,1,0,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,1/4/2025,8000000000,8000000000
long biên,thạch bàn,ngọc trì,,32,32,5,vuông,mới xây xong,nhà khung cột,nội thất cơ bản,0,3,4,3.9,3.9,9,2.5,0,10,10,10,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,1,1,1,0,không,0,1,1,1,1,1,1,1,1,1,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,6100000000,6562892333
long biên,long biên,đàm quang trung,,30,30,5,vuông,xây < 5 năm,nhà tường chịu lực,chỉ có nội thất liền tường,0,3,4,4.02,4.02,7.41,2.5,0,30,40,60,1.8,4,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,0,0,0,0,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,6150000000,6150000000
long biên,bồ đề,long biên 1,,50,60,2,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,2,1,5.5,5.5,11,3,0,10,30,30,3,3,0,0,lô góc 2 mặt thoáng,11.35,0,1,0,0,0,không,0,1,1,1,0,0,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,6150000000,6150000000
long biên,bồ đề,gia quất,,54,57,5,vuông,xây < 5 năm,nhà tường chịu lực,"nội thất giá trị cao, tiền tỷ",0,4,4,3.7,3.7,9,3,0,0,50,300,3,3,0,0,"thoáng trước, sau",0,3.7,1,0,0,0,không,0,1,1,1,1,0,1,0,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,7420000000,7420000000
long biên,việt hưng,kẻ tạnh,,55.5,55.5,1,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,3.7,3.7,15,5,0,0,20,20,5,2,1,0,lô góc 3 mặt thoáng,15,3.7,1,0,1,0,không,0,1,1,1,1,0,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,8250000000,8250000000
long biên,bồ đề,gia quất,,50,50,1,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,5,5,10,4,0,0,50,50,4,2,0,0,chỉ có 1 mặt tiền,0,0,1,1,0,0,không,0,1,1,1,1,0,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,6250000000,6250000000
long biên,chương mỹ,phúc thành,,54,54,1,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,3.5,3.5,16.3,6,0,0,0,0,5,1,1,0,chỉ có 1 mặt tiền,0,0,0,1,1,1,không,0,1,1,1,0,0,0,0,1,0,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,quy hoạch 1/2000,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,5375000000,5375000000
long biên,việt hưng,kẻ tạnh,,31,31,4,vuông,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,4,3,4.1,4.1,8,2,0,15,100,150,2,3,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,4780000000,4780000000
long biên,đức giang,ngô gia tự,,34.4,43,5,vuông,xây 10–15 năm,nhà khung cột,nội thất cơ bản,0,4,4,4.3,4.3,8,3,0,10,10,40,3,3,1,0,lô góc 2 mặt thoáng,3,0,1,1,1,0,không,0,1,1,1,1,0,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,1/4/2025,6650000000,6650000000
long biên,việt hưng,thanh am,,30,30,5,vuông,mới xây xong,nhà tường chịu lực,chỉ có nội thất liền tường,0,3,4,5,5,6,1.5,0,10,30,100,1.5,4,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,0,0,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,5400000000,4858120104
long biên,long biên,bát khối,,34.8,34.8,5,vuông,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,3,4,4.6,4.6,8,3,0,0,100,100,3,3,0,1,lô góc 2 mặt thoáng,7.74,0,1,0,0,0,không,0,1,1,1,0,0,1,1,1,1,0,1,dưới 100m,xung quanh đồng bộ xây nhà cao tầng,nhỏ,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,6800000000,6800000000
long biên,bồ đề,ngọc thuỵ,,121.5,121.5,6,thóp hậu < 20% so với mặt tiền,mới xây xong,nhà tường chịu lực,nội thất cơ bản,1,11,12,10,10,12.5,5,0,0,0,220,5,2,0,1,chỉ có 1 mặt tiền,0,0,0,0,1,0,phòng trọ,1000000000,1,1,1,1,1,1,1,1,1,0,1,dưới 100m,xung quanh đồng bộ xây nhà cao tầng,to,không,không,< 50%,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,32800000000,32800000000
long biên,thạch bàn,ngọc trì,,37,40,6,vuông,mới xây xong,nhà khung cột,nội thất cơ bản,0,3,5,4.1,4.1,9,2,0,30,30,300,2,4,1,1,lô góc 2 mặt thoáng,3,5,1,1,1,0,không,0,1,1,1,1,0,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,5875000000,6320818435
long biên,long biên,phố trạm,,102,94,1,thóp hậu < 20% so với mặt tiền,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,4,4,26,4,0,0,15,50,3.5,3,1,0,lô góc 2 mặt thoáng,1.5,0,1,0,1,0,không,0,0,0,0,0,0,0,0,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,90% đất ở 10% đất trồng cây lâu năm,không có,1/4/2025,14200000000,14200000000
long biên,gia thuỵ,phúc đồng,,34.6,34.6,1,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,1,1,3.3,3.3,10.5,6,0,0,50,300,5,2,1,0,chỉ có 1 mặt tiền,0,0,0,0,1,1,không,0,0,0,0,0,0,1,0,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,7200000000,6889688140
long biên,thạch bàn,nguyễn văn linh,,30.1,30.1,6,vuông,mới xây xong,nhà khung cột,"nội thất giá trị cao, tiền tỷ",0,3,4,3.9,3.9,8,2,0,10,40,300,2,4,1,1,lô góc 2 mặt thoáng,1,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,1,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,6250000000,6194489302
long biên,bồ đề,bồ đề,,42,42,7,vuông,xây < 5 năm,nhà tường chịu lực,"nội thất giá trị cao, tiền tỷ",1,3,6,6,6,7,3,0,0,15,50,3,3,1,0,"thoáng trước, sau",7,0,1,0,1,0,không,0,1,1,1,1,1,1,1,1,1,0,1,dưới 100m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,quy hoạch 1/2000,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,14500000000,13972911177
long biên,thạch bàn,nguyễn văn linh,,55.6,55.6,1,nở hậu,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,4.5,4.5,12,2.5,0,30,30,250,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",nhỏ,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,1/4/2025,6615000000,6556247477
long biên,bồ đề,ngọc thuỵ,,30,30,5,nở hậu,mới xây xong,nhà tường chịu lực,chỉ có nội thất liền tường,0,3,4,4.15,4.15,7.5,2,0,25,75,75,2,4,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,5470000000,5470000000
long biên,việt hưng,thanh am,,30,30,5,vuông,mới xây xong,nhà khung cột,chỉ có nội thất liền tường,0,3,4,5.1,5.1,6,2.5,0,20,30,50,2.5,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,1,1,0,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,5000000000,4498259356
long biên,gia thuỵ,phúc đồng,,34.6,35,1,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,1,1,3.3,3.3,10.5,7,0,0,0,200,7,2,1,0,chỉ có 1 mặt tiền,0,0,0,0,1,1,không,0,0,0,0,0,0,1,0,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,7500000000,7176758480
long biên,việt hưng,đức giang,,30,30,5,vuông,mới xây xong,nhà tường chịu lực,chỉ có nội thất liền tường,0,3,4,3.3,3.3,9,2.5,0,10,10,50,2.5,3,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,5000000000,5000000000
long biên,phúc đồng,nguyễn văn linh,,30,30,6,vuông,mới xây xong,nhà khung cột,chỉ có nội thất liền tường,0,3,4,4.6,4.6,6.5,2,0,20,50,50,2,4,0,0,chỉ có 1 mặt tiền,0,0,1,1,0,0,không,0,1,1,1,1,0,1,1,1,1,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,5100000000,5054703270
long biên,phúc đồng,nguyễn văn linh,,30,30,5,vuông,mới xây xong,nhà khung cột,chỉ có nội thất liền tường,0,3,4,4.1,4.1,8,2.5,0,50,50,80,2.5,3,1,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,1,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,5100000000,5054703270
long biên,ngọc lâm,nguyễn văn cừ,,34,34,5,vuông,mới xây xong,nhà khung cột,nội thất cơ bản,0,3,4,3.8,3.8,9.2,2.5,0,40,160,160,2.5,3,1,1,lô góc 2 mặt thoáng,1,0,1,0,0,0,không,0,1,1,1,1,0,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,7650000000,7650000000
long biên,bồ đề,ngọc lâm,,113,113,7,vuông,mới xây xong,nhà tường chịu lực,chỉ có nội thất liền tường,1,18,19,6.3,6.3,18.5,3,0,0,160,160,3,3,1,0,chỉ có 1 mặt tiền,0,0,0,0,1,0,phòng trọ,1440000000,1,1,1,1,1,1,1,1,1,0,1,100–300m,xung quanh đồng bộ xây nhà cao tầng,nhỏ,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,25500000000,25500000000
long biên,phúc lợi,phúc lợi,,52.8,52.8,1,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,4,4,13.3,2,0,15,220,220,2,4,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,5120000000,5120000000
long biên,việt hưng,thanh am,,61,61,5,vuông,xây < 5 năm,nhà tường chịu lực,chỉ có nội thất liền tường,0,4,4,4,4,15,3,0,0,15,60,3,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,0,0,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",nhỏ,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,10300000000,9266414273
long biên,long biên,xuân đỗ,,30,30,5,nở hậu,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,3,4,3,3,10,2,0,170,200,170,1.5,4,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,0,0,1,0,1,0,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,4660000000,5395658668
long biên,long biên,ngọc trì,,30,30,5,vuông,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,3,4,5.9,5.9,6,2.2,0,10,30,50,2.2,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,5200000000,5594596743
long biên,bồ đề,ngọc thuỵ,,42,60,4,vuông,mới xây xong,nhà tường chịu lực,"nội thất giá trị cao, tiền tỷ",0,4,3,4,4,10.5,1.6,0,70,230,230,1.6,4,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,7800000000,7800000000
long biên,long biên,bát khối,,40,40,6,vuông,mới xây xong,nhà tường chịu lực,nội thất cơ bản,1,4,5,5.5,5.5,7.5,2.2,0,15,15,35,2.2,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,1,0,1,dưới 100m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,7850000000,7850000000
long biên,phúc lợi,vũ xuân thiều,,56,56,4,vuông,xây 5–10 năm,nhà tường chịu lực,chỉ có nội thất liền tường,0,3,3,4.2,4.2,14,4.5,0,0,0,70,4.5,2,1,0,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,1,0,1,1,1,1,0,1,dưới 100m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,10600000000,10254267870
long biên,bồ đề,ngọc thuỵ,,42,42,1,nở hậu,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,4,4,10,2.5,0,0,20,200,2.5,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,5400000000,5400000000
long biên,việt hưng,thanh am,,30.1,30.1,5,vuông,xây < 5 năm,nhà tường chịu lực,chỉ có nội thất liền tường,0,3,4,3.6,3.6,8.4,1.2,0,20,80,80,1.2,4,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,0,0,1,1,1,1,0,1,300–500m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,5400000000,4858120104
long biên,bồ đề,hoàng như tiếp,,77.5,77.5,2,nở hậu,xây 10–15 năm,nhà tường chịu lực,chỉ có nội thất liền tường,0,0,0,5,5,13.3,3,0,45,45,45,2.8,3,1,0,lô góc 2 mặt thoáng,13.3,0,1,0,0,0,không,0,1,1,1,1,0,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,10800000000,10800000000
long biên,bồ đề,ngọc thuỵ,,32.8,32.8,5,vuông,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,3,4,3.9,3.9,8.4,3,0,30,300,300,2,4,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,300–500m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,6040000000,6040000000
long biên,long biên,bát khối,,32,36,5,nở hậu,mới xây xong,nhà tường chịu lực,chỉ có nội thất liền tường,0,3,4,3.8,3.8,9,1.5,0,30,100,100,1.5,4,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,1,1,1,0,1,100–300m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,5600000000,5600000000
long biên,long biên,bát khối,,36.4,36.4,1,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,3.03,3,12,2,0,25,25,25,1.6,4,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,5700000000,5700000000
long biên,phúc lợi,sài đồng,,30,30,6,vuông,xây < 5 năm,nhà khung cột,"nội thất giá trị cao, tiền tỷ",0,4,5,4.16,4.2,7.3,2,0,15,15,120,2,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,0,1,0,1,1,1,0,1,100–300m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,5700000000,5700000000
long biên,bồ đề,ngọc thuỵ,,56.7,57.2,3,vuông,xây > 15 năm,nhà tường chịu lực,chỉ có nội thất liền tường,0,3,2,3.5,3.5,15,3.5,0,0,15,250,3.5,2,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,300–500m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,8160000000,8160000000
long biên,long biên,phố trạm,,36,36,5,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,3,4,6,6,6,2,0,50,50,200,2,4,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,0,0,0,0,0,0,0,1,0,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,5900000000,5900000000
long biên,bồ đề,ngọc thuỵ,,144,144,4,vuông,xây 5–10 năm,nhà tường chịu lực,nội thất cơ bản,0,4,3,5,5,29,10,0,0,0,0,10,1,1,0,chỉ có 1 mặt tiền,0,0,0,1,1,1,không,0,1,1,1,1,1,1,1,1,1,0,1,dưới 100m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,quy hoạch 1/2000,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,14750000000,14750000000
long biên,bồ đề,hồng tiến,,96,108,1,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,8,8,12,30,6.3,0,0,0,30,1,1,0,"thoáng trước, sau",0,6,0,1,1,1,không,0,1,1,1,1,0,1,1,1,1,0,1,dưới 100m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,30000000000,30694280070
long biên,thạch bàn,nguyễn văn linh,,79,79,1,vuông,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,5.5,5.5,14.4,3,0,40,40,100,3,3,1,0,lô góc 2 mặt thoáng,2,0,1,0,0,0,không,0,1,1,1,1,0,1,0,1,1,0,1,không có,"xung quanh xây có căn cao tầng, có căn không",nhỏ,không,nhỏ,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,1/4/2025,8460000000,8384860719
long biên,việt hưng,giang biên,,30,30,6,vuông,mới xây xong,nhà tường chịu lực,chỉ có nội thất liền tường,0,3,4,4.2,4.2,8,2.5,0,50,50,50,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,6050000000,5530604134
long biên,bồ đề,bồ đề,,31,31,5,vuông,xây 5–10 năm,nhà tường chịu lực,nội thất cơ bản,0,3,4,3.3,3.3,10,2,0,10,60,100,2,4,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,6050000000,5830076733
long biên,long biên,bát khối,,30,33,5,méo mó,mới xây xong,nhà tường chịu lực,chỉ có nội thất liền tường,0,3,4,4,4,9,1.5,0,15,15,50,1.5,4,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,1,1,1,0,1,dưới 100m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,6100000000,6100000000
